record_identifier,component,database
IT-1979-0009_CSC_0,V,ESM
IT-2012-0008_SSU_0,V,ESM
EMSC-20160824_0000006_CPS_0,U,ESM
7001742,H2,NGASub
IT-2012-0011_MTRZ_0,V,ESM
IT-2012-0011_PVF_0,V,ESM
IT-2012-0011_PVF_0,U,ESM
IT-2012-0011_SRER_0,U,ESM
EMSC-20161030_0000029_T1244_0,U,ESM
EMSC-20130108_0000044_GOMA_0,U,ESM
7001971,H2,NGASub
3001966,H1,NGASub
6001539,H1,NGASub
4028061,H2,NGASub
7010384,H1,NGASub
2000774,H1,NGASub
7001887,H1,NGASub
IT-1997-0006_AQI_0,U,ESM
GR-1999-0001_ATH4_0,V,ESM
7006717,H2,NGASub
7001900,H1,NGASub
6001578,H1,NGASub
7002042,H2,NGASub
4027499,H1,NGASub
EMSC-20160824_0000006_RNI2_0,U,ESM
EMSC-20151117_0000025_KASA_0,V,ESM
EMSC-20161030_0000029_CPS_0,U,ESM
EMSC-20161026_0000095_MMP1_0,U,ESM
2001631,H2,NGASub
7008187,H2,NGASub
EMSC-20151117_0000025_ROD3_0,U,ESM
7001265,H1,NGASub
7008164,H1,NGASub
7001833,H2,NGASub
EMSC-20130615_0000050_IMMV_0,U,ESM
IT-2012-0008_BSZ_0,U,ESM
EMSC-20161026_0000095_CADA_0,V,ESM
IT-2012-0008_PNM_0,V,ESM
EMSC-20151117_0000025_JAN_0,U,ESM
EMSC-20161030_0000029_TERO_0,U,ESM
7011309,H1,NGASub
TK-1999-0415_ARC_0,V,ESM
IT-2012-0011_OSSC_0,V,ESM
EMSC-20161030_0000029_TERO_0,V,ESM
RO-1990-0003_A1855_0,V,ESM
4008080,H2,NGASub
TK-1999-0415_BAH_0,U,ESM
IT-2012-0011_CNF_0,V,ESM
EMSC-20161030_0000029_UMB_0,U,ESM
EMSC-20161026_0000095_ATTE_0,U,ESM
IT-2012-0008_TVR_0,V,ESM
IT-2012-0011_RVR_0,U,ESM
EMSC-20140524_0000026_YDRA_0,U,ESM
7006078,H2,NGASub
EMSC-20160824_0000013_CMB_0,U,ESM
IT-2009-0009_SDG_0,V,ESM
EMSC-20160824_0000006_OSSC_0,U,ESM
SI-1998-0010_LJU_0,U,ESM
IT-2002-0045_SCV_0,U,ESM
EMSC-20161026_0000077_CMB_0,U,ESM
EMSC-20161030_0000029_PIGN_0,U,ESM
EMSC-20160824_0000013_PIGN_0,U,ESM
IT-2012-0011_ZCCA_0,V,ESM
IT-2012-0061_LRS_0,U,ESM
EMSC-20161030_0000029_AQV_0,U,ESM
EMSC-20161030_0000029_CIMA_0,V,ESM
IT-2012-0008_SSG_0,U,ESM
IT-2009-0121_AQV_0,U,ESM
EMSC-20160824_0000013_CLN_0,V,ESM
TK-1998-0063_4603_0,V,ESM
EMSC-20160824_0000006_SNM_0,V,ESM
4028580,H1,NGASub
7011505,H1,NGASub
EMSC-20130108_0000044_SMTH_0,V,ESM
1000335,H2,NGASub
EMSC-20131012_0000044_KTHA_0,U,ESM
4029081,H1,NGASub
7004700,H2,NGASub
7008236,H2,NGASub
EMSC-20160824_0000006_MTL_0,U,ESM
4028991,H1,NGASub
7010648,H2,NGASub
4033901,H1,NGASub
7007995,H2,NGASub
3000402,H1,NGASub
7004864,H2,NGASub
7004770,H1,NGASub
EMSC-20140126_0000046_IMMV_0,U,ESM
EMSC-20160824_0000006_ATPC_0,V,ESM
EMSC-20161026_0000077_PCB_0,U,ESM
EMSC-20151117_0000025_SERS_0,U,ESM
IT-2012-0011_STGK_0,V,ESM
IT-2009-0121_PSC_0,U,ESM
IT-2012-0010_FDS_0,U,ESM
EMSC-20151117_0000025_SERS_0,V,ESM
EMSC-20140203_0000008_T0721_0,U,ESM
6000337,H1,NGASub
4007205,H1,NGASub
7005979,H2,NGASub
4027381,H1,NGASub
4017125,H2,NGASub
7006415,H2,NGASub
7006235,H1,NGASub
6001542,H2,NGASub
6001534,H2,NGASub
7006703,H1,NGASub
4007430,H1,NGASub
6000336,H1,NGASub
6001673,H1,NGASub
3001301,H2,NGASub
3001303,H2,NGASub
3001309,H2,NGASub
4028087,H1,NGASub
3001288,H2,NGASub
4028050,H1,NGASub
2000068,H2,NGASub
1000040,H2,NGASub
1002808,H1,NGASub
3001306,H1,NGASub
2000079,H1,NGASub
7006725,H2,NGASub
7006406,H2,NGASub
4021959,H1,NGASub
4034548,H1,NGASub
4016794,H2,NGASub
7005967,H2,NGASub
2000077,H2,NGASub
7006263,H1,NGASub
6001675,H1,NGASub
4027465,H2,NGASub
4028087,H2,NGASub
4027349,H1,NGASub
7006053,H1,NGASub
7006050,H2,NGASub
7005930,H2,NGASub
6000338,H2,NGASub
7006408,H2,NGASub
6000337,H2,NGASub
7006364,H2,NGASub
4016883,H1,NGASub
RO-1990-0003_A1856_0,U,ESM
3001293,H2,NGASub
6001682,H1,NGASub
1000040,H1,NGASub
3001312,H1,NGASub
4016798,H1,NGASub
4027443,H1,NGASub
4007391,H1,NGASub
7006415,H1,NGASub
7005978,H1,NGASub
7006427,H1,NGASub
RO-1990-0003_A1856_0,V,ESM
4017176,H1,NGASub
7006710,H1,NGASub
7006235,H2,NGASub
6000037,H1,NGASub
4017013,H1,NGASub
7006253,H2,NGASub
7005980,H2,NGASub
6002644,H1,NGASub
7006582,H1,NGASub
7006391,H2,NGASub
1002965,H1,NGASub
3001578,H1,NGASub
7006692,H1,NGASub
4040357,H2,NGASub
7006397,H1,NGASub
4028166,H1,NGASub
1002830,H1,NGASub
1002847,H1,NGASub
4007252,H2,NGASub
1002824,H1,NGASub
1002798,H1,NGASub
4040320,H1,NGASub
6001690,H2,NGASub
4016792,H1,NGASub
6001682,H2,NGASub
7006220,H1,NGASub
6002322,H1,NGASub
6002323,H2,NGASub
4022495,H1,NGASub
7005903,H1,NGASub
7005946,H1,NGASub
7006394,H2,NGASub
7005969,H1,NGASub
6001705,H1,NGASub
4007359,H1,NGASub
4022431,H2,NGASub
4007258,H1,NGASub
1002823,H2,NGASub
1002846,H1,NGASub
7006240,H1,NGASub
6001680,H1,NGASub
TK-1999-0077_BTS_0,U,ESM
EMSC-20161026_0000095_TOD_0,U,ESM
EMSC-20161026_0000095_AQK_0,U,ESM
EMSC-20160824_0000006_CSO1_0,V,ESM
IT-2012-0011_MTRZ_0,U,ESM
IT-1984-0004_ORT_0,U,ESM
IT-2012-0011_NEVI_0,V,ESM
IT-2012-0008_ZCCA_0,U,ESM
IT-2012-0011_CSP_0,U,ESM
EMSC-20160824_0000006_AQG_0,U,ESM
EMSC-20161030_0000029_BRIS_0,V,ESM
IT-2012-0008_SIOO_0,V,ESM
EMSC-20161030_0000029_AGOR_0,V,ESM
IT-2012-0008_TLN_0,V,ESM
EMSC-20150416_0000081_GOMA_0,V,ESM
GR-1997-0019_KAL1_0,V,ESM
IT-2012-0011_MIR02_0,V,ESM
IT-1997-0004_CLF_0,U,ESM
IT-2012-0009_T0104_0,U,ESM
IT-2012-0011_T0813_0,V,ESM
IT-2012-0009_SSG_0,V,ESM
IT-2012-0012_T0819_0,V,ESM
TK-1994-0006_3501_0,U,ESM
IT-2012-0011_MIRH_0,V,ESM
TK-1999-0077_8101_0,U,ESM
UZ-1976-0001_GZL_0,U,ESM
GR-1987-0004_LEF1_0,U,ESM
IT-2012-0008_MTRZ_0,V,ESM
EMSC-20161026_0000095_CTD_0,U,ESM
IT-2012-0008_CSP_0,U,ESM
EMSC-20161026_0000095_AQK_0,V,ESM
EMSC-20160824_0000006_GBC_0,V,ESM
IT-2012-0008_MMUR_0,V,ESM
EMSC-20161026_0000095_ACOM_0,V,ESM
EMSC-20151117_0000025_SALB_0,V,ESM
EMSC-20161030_0000029_FRE8_0,U,ESM
EMSC-20151117_0000025_AGRP_0,U,ESM
EMSC-20161026_0000095_AGOR_0,V,ESM
EMSC-20151117_0000025_SIRI_0,U,ESM
4021946,H1,NGASub
7006469,H2,NGASub
7006414,H2,NGASub
1002964,H1,NGASub
7005958,H2,NGASub
4021907,H1,NGASub
7005951,H1,NGASub
6000991,H1,NGASub
4022483,H1,NGASub
7005950,H2,NGASub
7005965,H2,NGASub
4034487,H1,NGASub
3001303,H1,NGASub
1002975,H1,NGASub
4007252,H1,NGASub
4034487,H2,NGASub
7006336,H1,NGASub
7006178,H1,NGASub
7011562,H2,NGASub
7006372,H2,NGASub
4016796,H2,NGASub
7005959,H1,NGASub
4026936,H1,NGASub
4027384,H1,NGASub
4022717,H1,NGASub
4016793,H2,NGASub
4027342,H2,NGASub
4028366,H1,NGASub
7006402,H2,NGASub
7005959,H2,NGASub
4022478,H2,NGASub
7006468,H2,NGASub
7006220,H2,NGASub
3001482,H2,NGASub
4022755,H2,NGASub
1002852,H1,NGASub
3001041,H2,NGASub
6000991,H2,NGASub
7006689,H1,NGASub
4016827,H2,NGASub
7011552,H2,NGASub
4007209,H2,NGASub
4017064,H1,NGASub
4028274,H1,NGASub
3001304,H1,NGASub
7006640,H2,NGASub
7006736,H2,NGASub
3001306,H2,NGASub
6001698,H2,NGASub
1000109,H2,NGASub
4022449,H2,NGASub
1002198,H2,NGASub
7006215,H2,NGASub
1002975,H2,NGASub
6001708,H1,NGASub
6002318,H1,NGASub
7005957,H1,NGASub
6001699,H2,NGASub
7006709,H1,NGASub
1002915,H2,NGASub
7006043,H2,NGASub
7011024,H2,NGASub
7006433,H2,NGASub
4017184,H1,NGASub
3001291,H2,NGASub
7006088,H2,NGASub
4007553,H1,NGASub
1002825,H2,NGASub
4022723,H1,NGASub
1002835,H1,NGASub
7006129,H2,NGASub
4016792,H2,NGASub
6000338,H1,NGASub
3001482,H1,NGASub
7005967,H1,NGASub
7006642,H1,NGASub
4021941,H1,NGASub
4007257,H1,NGASub
4027531,H1,NGASub
4016796,H1,NGASub
7011022,H2,NGASub
1002853,H1,NGASub
7006325,H1,NGASub
4034772,H1,NGASub
4016797,H1,NGASub
4016827,H1,NGASub
7006283,H1,NGASub
3001293,H1,NGASub
4022453,H2,NGASub
4034594,H1,NGASub
7006431,H2,NGASub
4007432,H1,NGASub
4022479,H2,NGASub
7006197,H2,NGASub
4034732,H1,NGASub
7005952,H2,NGASub
1002198,H1,NGASub
3001492,H2,NGASub
4034354,H2,NGASub
3001290,H1,NGASub
6001720,H1,NGASub
7006638,H1,NGASub
7006408,H1,NGASub
7006372,H1,NGASub
7006264,H2,NGASub
4017187,H1,NGASub
4016784,H2,NGASub
4021812,H2,NGASub
1002953,H2,NGASub
4027591,H1,NGASub
7006380,H1,NGASub
7006195,H2,NGASub
7006667,H1,NGASub
7006696,H2,NGASub
6001703,H2,NGASub
1002829,H2,NGASub
1002969,H1,NGASub
4016813,H2,NGASub
1002852,H2,NGASub
7006121,H1,NGASub
3001593,H1,NGASub
6001673,H2,NGASub
7006138,H2,NGASub
7006122,H1,NGASub
3001295,H1,NGASub
7005867,H1,NGASub
4028063,H1,NGASub
4022454,H1,NGASub
4007432,H2,NGASub
1002922,H2,NGASub
1002971,H2,NGASub
7006142,H1,NGASub
6001147,H1,NGASub
7005987,H2,NGASub
4034479,H2,NGASub
4022651,H1,NGASub
4034728,H2,NGASub
4034481,H2,NGASub
4027491,H2,NGASub
7006267,H2,NGASub
4027492,H2,NGASub
7006712,H1,NGASub
7006468,H1,NGASub
7006312,H1,NGASub
4007438,H2,NGASub
7006443,H1,NGASub
1002836,H1,NGASub
4007415,H2,NGASub
4007223,H1,NGASub
4016813,H1,NGASub
1002822,H1,NGASub
1002199,H2,NGASub
4034736,H2,NGASub
7006010,H1,NGASub
1000109,H1,NGASub
7006442,H1,NGASub
4016778,H1,NGASub
1002186,H2,NGASub
4022716,H2,NGASub
3001577,H1,NGASub
4028326,H2,NGASub
3001309,H1,NGASub
7006135,H1,NGASub
7006297,H2,NGASub
7006671,H1,NGASub
4007429,H1,NGASub
4007435,H1,NGASub
4016832,H2,NGASub
4028050,H2,NGASub
4028139,H1,NGASub
3001294,H2,NGASub
7006015,H2,NGASub
4028370,H2,NGASub
1002836,H2,NGASub
3001301,H1,NGASub
7005950,H1,NGASub
7011020,H2,NGASub
7006618,H1,NGASub
7006727,H1,NGASub
4027356,H1,NGASub
1002911,H1,NGASub
7006403,H2,NGASub
4028335,H2,NGASub
7006632,H2,NGASub
7006400,H1,NGASub
3001314,H2,NGASub
4034571,H1,NGASub
4007255,H1,NGASub
1002965,H2,NGASub
4022453,H1,NGASub
7011575,H2,NGASub
4022649,H1,NGASub
7006177,H2,NGASub
7011018,H2,NGASub
4034539,H1,NGASub
3001040,H2,NGASub
7006715,H1,NGASub
7006717,H1,NGASub
4028119,H1,NGASub
4028129,H1,NGASub
3001587,H2,NGASub
7006243,H1,NGASub
3001578,H2,NGASub
4032477,H1,NGASub
7005970,H2,NGASub
4028290,H1,NGASub
4007260,H1,NGASub
1002947,H2,NGASub
1002911,H2,NGASub
4034540,H2,NGASub
6000024,H2,NGASub
EMSC-20161026_0000077_MCV_0,U,ESM
IT-2009-0102_FMG_0,V,ESM
IT-2013-0019_SACR_0,U,ESM
IT-2013-0019_SACR_0,V,ESM
GR-1995-0033_KRR1_0,V,ESM
EMSC-20161026_0000077_SNO_0,V,ESM
IT-2009-0121_MTR_0,V,ESM
EMSC-20161026_0000095_AM05_0,U,ESM
EMSC-20151117_0000025_KBN_0,U,ESM
EMSC-20140203_0000008_SALB_0,U,ESM
EMSC-20161026_0000095_BAG8_0,V,ESM
IT-2012-0008_OTTER_0,U,ESM
IT-2012-0011_ATPC_0,V,ESM
IT-2009-0174_RM22_0,U,ESM
IT-2009-0084_AQU_0,V,ESM
IT-2009-0095_RM02_0,U,ESM
IT-2012-0061_SALB_0,V,ESM
IT-2013-0019_CMB_0,U,ESM
EMSC-20161026_0000077_ACC_0,U,ESM
IT-2009-0121_RM10_0,U,ESM
IT-2012-0061_0FRA_0,U,ESM
EMSC-20141122_0000066_TNR_0,U,ESM
IT-2012-0061_PRA_0,V,ESM
EMSC-20140524_0000026_PRK_0,V,ESM
