record_identifier,component,database
7008053,H2,NGASub
7011796,H1,NGASub
6001863,H1,NGASub
7008064,H1,NGASub
7004709,H2,NGASub
7011321,H1,NGASub
EMSC-20151117_0000025_AGRP_0,U,ESM
7006703,H2,NGASub
7004709,H1,NGASub
4030494,H2,NGASub
7008143,H1,NGASub
4032552,H2,NGASub
7008004,H1,NGASub
EMSC-20131012_0000044_ANKY_0,U,ESM
6002226,H1,NGASub
7011094,H1,NGASub
7007982,H2,NGASub
7004869,H2,NGASub
7004715,H2,NGASub
EMSC-20161030_0000029_PTI_0,U,ESM
EMSC-20160824_0000006_SDM_0,V,ESM
6002695,H1,NGASub
4022989,H1,NGASub
7004688,H2,NGASub
7007968,H1,NGASub
4008443,H1,NGASub
4033713,H1,NGASub
4038463,H1,NGASub
7008146,H1,NGASub
4028564,H2,NGASub
7008050,H2,NGASub
4030513,H2,NGASub
4028832,H1,NGASub
6001404,H2,NGASub
IT-2009-0009_VRP_0,U,ESM
3000260,H1,NGASub
7007968,H2,NGASub
4031293,H1,NGASub
4028577,H2,NGASub
7004694,H1,NGASub
7007969,H2,NGASub
EMSC-20161030_0000029_CDM_0,V,ESM
EMSC-20160824_0000006_SSO_0,U,ESM
1002912,H1,NGASub
4022837,H2,NGASub
4040644,H2,NGASub
7004725,H2,NGASub
3000427,H2,NGASub
4022854,H1,NGASub
3000385,H2,NGASub
4025906,H1,NGASub
4008080,H2,NGASub
7006016,H2,NGASub
7006624,H1,NGASub
3001951,H1,NGASub
4001864,H2,NGASub
6001855,H2,NGASub
3000416,H2,NGASub
4039279,H2,NGASub
4023418,H2,NGASub
4028510,H1,NGASub
4040077,H2,NGASub
4012393,H1,NGASub
4024860,H1,NGASub
6004592,H1,NGASub
4040876,H2,NGASub
EMSC-20130615_0000050_IMMV_0,U,ESM
4026487,H2,NGASub
2000814,H2,NGASub
4016883,H1,NGASub
1002907,H1,NGASub
4008218,H2,NGASub
4008186,H2,NGASub
7004967,H1,NGASub
4003225,H1,NGASub
7008235,H1,NGASub
6004610,H2,NGASub
4018892,H2,NGASub
IT-2009-0009_ANT_0,V,ESM
6001720,H1,NGASub
6000338,H1,NGASub
EMSC-20160824_0000006_TRV_0,V,ESM
EMSC-20161030_0000029_PZI1_0,V,ESM
4028053,H1,NGASub
3001797,H2,NGASub
4008080,H1,NGASub
3000403,H1,NGASub
5001776,H2,NGASub
IT-2009-0009_PIC_0,V,ESM
7011309,H1,NGASub
4008216,H2,NGASub
7010481,H1,NGASub
6001858,H2,NGASub
7011565,H1,NGASub
4025831,H1,NGASub
7011549,H2,NGASub
7004892,H2,NGASub
EMSC-20161030_0000029_SNO_0,U,ESM
EMSC-20161026_0000095_APEC_0,V,ESM
IT-2012-0008_RNC_0,V,ESM
EMSC-20160824_0000006_SSG_0,U,ESM
EMSC-20161026_0000095_T1201_0,U,ESM
7004963,H2,NGASub
EMSC-20161030_0000029_AQA_0,V,ESM
1002912,H2,NGASub
IT-2009-0009_CMB_0,U,ESM
IT-2012-0008_TVR_0,U,ESM
EMSC-20161026_0000095_SSO_0,V,ESM
EMSC-20161030_0000029_TRN1_0,V,ESM
EMSC-20161030_0000029_UMB_0,U,ESM
EMSC-20161026_0000095_T1216_0,U,ESM
EMSC-20161026_0000095_UMB_0,U,ESM
IT-2012-0008_FGV_0,U,ESM
EMSC-20161026_0000095_ATLO_0,V,ESM
EMSC-20160824_0000006_AQA_0,U,ESM
TK-1999-0077_YKP_0,V,ESM
TK-1999-0415_C0375_0,U,ESM
TK-1999-0415_1401_0,U,ESM
IT-2012-0011_PIO1_0,V,ESM
EMSC-20160824_0000006_UMB_0,V,ESM
EMSC-20161026_0000095_CVM_0,V,ESM
EMSC-20160824_0000006_GBP_0,U,ESM
EMSC-20161026_0000095_BDI_0,V,ESM
IT-2012-0008_SMPL_0,V,ESM
TK-2005-0090_1601_0,V,ESM
IT-2012-0011_LIENZ_0,V,ESM
TK-1999-0077_5903_0,U,ESM
EMSC-20160824_0000006_VLL_0,U,ESM
7004682,H1,NGASub
EMSC-20161026_0000095_MRB1_0,V,ESM
EMSC-20161030_0000029_ANT_0,V,ESM
EMSC-20160125_0000009_CART_0,V,ESM
EMSC-20151117_0000025_MGR_0,V,ESM
EMSC-20160824_0000006_BOO_0,V,ESM
TK-1999-0077_BUR_0,U,ESM
IT-2012-0011_PRAD_0,V,ESM
IT-2012-0008_SAIG_0,U,ESM
IT-2012-0008_TNO_0,V,ESM
EMSC-20160824_0000006_UMB_0,U,ESM
EMSC-20140126_0000046_ITM_0,V,ESM
IT-2012-0008_OGEP_0,U,ESM
IT-2012-0008_GRIMS_0,U,ESM
EMSC-20130916_0000088_ALNA_0,V,ESM
EMSC-20141219_0000039_BBN_0,U,ESM
EMSC-20160826_0000013_CSA_0,U,ESM
TK-2005-0036_2501_0,U,ESM
EMSC-20100604_0000032_MRB1_0,U,ESM
EMSC-20130807_0000038_JAN_0,U,ESM
TK-2002-0008_5401_0,U,ESM
TK-2000-0449_5402_0,V,ESM
IT-2013-0019_SALB_0,V,ESM
TK-1999-0415_487_0,U,ESM
TK-2002-0008_6401_0,U,ESM
IT-2013-0005_PRG_0,V,ESM
EMSC-20120922_0000007_EFSA_0,U,ESM
EMSC-20120126_0000013_CESE_0,U,ESM
4007354,H2,NGASub
1000109,H1,NGASub
7006575,H1,NGASub
3001291,H2,NGASub
4034396,H2,NGASub
4034513,H1,NGASub
7006589,H1,NGASub
4017188,H2,NGASub
6001678,H1,NGASub
4028257,H1,NGASub
4022450,H1,NGASub
4028129,H2,NGASub
4007264,H2,NGASub
4034597,H1,NGASub
7006718,H1,NGASub
4017176,H1,NGASub
1002811,H1,NGASub
4016796,H2,NGASub
7011576,H2,NGASub
4028150,H2,NGASub
3001306,H2,NGASub
6000991,H1,NGASub
7006297,H1,NGASub
4022682,H1,NGASub
6001706,H2,NGASub
1000052,H2,NGASub
7006133,H1,NGASub
3001289,H2,NGASub
6001698,H2,NGASub
1002197,H1,NGASub
1002965,H1,NGASub
1002858,H2,NGASub
7006632,H1,NGASub
6001689,H1,NGASub
7006596,H1,NGASub
7006126,H1,NGASub
4007352,H1,NGASub
3001305,H2,NGASub
7011018,H1,NGASub
1002822,H2,NGASub
3001308,H1,NGASub
4022521,H1,NGASub
6001720,H2,NGASub
4007208,H2,NGASub
7005968,H2,NGASub
4028087,H1,NGASub
7006243,H2,NGASub
7006179,H2,NGASub
3001577,H1,NGASub
4034791,H1,NGASub
3001289,H1,NGASub
4007403,H2,NGASub
4034798,H1,NGASub
4034405,H1,NGASub
3001304,H1,NGASub
7006730,H2,NGASub
4034675,H2,NGASub
4017015,H1,NGASub
4016798,H1,NGASub
4034799,H1,NGASub
4034735,H2,NGASub
4028250,H2,NGASub
7006058,H1,NGASub
1002963,H1,NGASub
4040303,H2,NGASub
4028266,H1,NGASub
7005858,H1,NGASub
1002959,H2,NGASub
4032648,H2,NGASub
6001703,H1,NGASub
1002852,H1,NGASub
1002861,H1,NGASub
4022446,H2,NGASub
4022450,H2,NGASub
4016901,H2,NGASub
6002312,H2,NGASub
4007410,H1,NGASub
1002979,H1,NGASub
4007346,H2,NGASub
7006232,H2,NGASub
6002303,H2,NGASub
7005857,H1,NGASub
3001290,H1,NGASub
6001704,H2,NGASub
4034527,H2,NGASub
4016778,H1,NGASub
6001152,H1,NGASub
7006638,H1,NGASub
7006384,H2,NGASub
4034539,H1,NGASub
4007293,H1,NGASub
7006401,H2,NGASub
7006546,H1,NGASub
1002964,H1,NGASub
1002963,H2,NGASub
4028061,H1,NGASub
4022458,H1,NGASub
4007391,H1,NGASub
7006237,H2,NGASub
3001305,H1,NGASub
4016998,H2,NGASub
4028139,H2,NGASub
7006015,H1,NGASub
7005966,H1,NGASub
7006222,H1,NGASub
6001703,H2,NGASub
3001493,H2,NGASub
EMSC-20161026_0000095_CTL8_0,U,ESM
EMSC-20161030_0000029_CAFE_0,U,ESM
EMSC-20161030_0000029_LAT_0,U,ESM
EMSC-20160824_0000006_SMPL_0,U,ESM
TK-1999-0415_MSK_0,V,ESM
EMSC-20151117_0000025_SIRI_0,U,ESM
EMSC-20160824_0000006_ROM9_0,U,ESM
EMSC-20161026_0000095_PP3_0,U,ESM
EMSC-20161026_0000095_APEC_0,U,ESM
IT-2012-0065_CPC_0,U,ESM
IT-2002-0045_SCV_0,V,ESM
TK-1999-0415_ARC_0,V,ESM
EMSC-20041205_0000033_SENIN_0,U,ESM
EMSC-20151117_0000025_EFSA_0,U,ESM
EMSC-20140203_0000008_MNVA_0,U,ESM
IT-2009-0009_FOR_0,U,ESM
TK-2002-0008_5401_0,V,ESM
TK-1999-0077_1001_0,U,ESM
EMSC-20160824_0000006_PTL_0,V,ESM
TK-1999-0415_BAH_0,V,ESM
EMSC-20120610_0000062_ALAN_0,U,ESM
EMSC-20160824_0000006_CTL8_0,V,ESM
EMSC-20161030_0000029_SGTA_0,V,ESM
EMSC-20161030_0000029_SACS_0,U,ESM
EMSC-20120610_0000062_ESKT_0,U,ESM
EMSC-20130807_0000038_ITM_0,V,ESM
IT-2012-0011_MTRZ_0,V,ESM
EMSC-20160824_0000006_FRT_0,V,ESM
IT-2012-0010_APR_0,U,ESM
EMSC-20030226_0000002_PYPE_0,U,ESM
IT-2012-0011_MIDA_0,U,ESM
EMSC-20160824_0000013_PSB1_0,U,ESM
EMSC-20120304_0000006_SMTH_0,U,ESM
IT-2012-0010_ZEN8_0,U,ESM
IT-2012-0076_MENA_0,U,ESM
EMSC-20151117_0000025_DLFA_0,U,ESM
EMSC-20161026_0000095_CIMA_0,U,ESM
EMSC-20151117_0000025_MNVA_0,V,ESM
4025856,H2,NGASub
7006059,H2,NGASub
7010495,H2,NGASub
6001144,H1,NGASub
7006495,H2,NGASub
6003303,H1,NGASub
4022836,H2,NGASub
4040718,H1,NGASub
7004717,H1,NGASub
4033612,H1,NGASub
7011787,H1,NGASub
7008140,H2,NGASub
EMSC-20161026_0000095_MTL_0,V,ESM
7006728,H2,NGASub
7006324,H2,NGASub
7005915,H2,NGASub
4007252,H2,NGASub
7006231,H2,NGASub
7006234,H1,NGASub
7006533,H2,NGASub
3000384,H2,NGASub
4028601,H1,NGASub
4040055,H1,NGASub
7007986,H1,NGASub
6001857,H2,NGASub
4031072,H2,NGASub
4028522,H1,NGASub
4039342,H1,NGASub
EMSC-20160824_0000006_AQA_0,V,ESM
7010398,H1,NGASub
4027600,H2,NGASub
7006711,H1,NGASub
7006725,H2,NGASub
6001153,H1,NGASub
6001242,H2,NGASub
3000403,H2,NGASub
6002695,H2,NGASub
4039287,H1,NGASub
4033726,H1,NGASub
4031690,H1,NGASub
7006413,H1,NGASub
7006427,H1,NGASub
7006490,H2,NGASub
3000370,H1,NGASub
3000389,H2,NGASub
7008237,H2,NGASub
4040113,H2,NGASub
7006325,H1,NGASub
7006722,H1,NGASub
7006417,H2,NGASub
4027598,H2,NGASub
7008178,H1,NGASub
2001635,H1,NGASub
7006724,H2,NGASub
7006693,H2,NGASub
7006736,H1,NGASub
6001855,H1,NGASub
EMSC-20161026_0000095_SFI_0,V,ESM
TK-2005-0090_4802_0,V,ESM
IT-2009-0009_RIC_0,U,ESM
IT-2009-0009_BDT_0,V,ESM
EMSC-20120610_0000062_KSL_0,U,ESM
EMSC-20140203_0000008_ITM_0,U,ESM
EMSC-20160824_0000006_SGSC_0,U,ESM
IT-2012-0008_FIR_0,U,ESM
IT-2009-0009_CMR_0,U,ESM
EMSC-20161026_0000095_FMG_0,V,ESM
EMSC-20151117_0000025_HIMA_0,U,ESM
EMSC-20161030_0000029_FRT_0,V,ESM
IT-2012-0008_BGN_0,U,ESM
EMSC-20161026_0000077_FEMA_0,U,ESM
TK-1999-0077_4106_0,V,ESM
EMSC-20161026_0000077_T1217_0,U,ESM
EMSC-20160824_0000006_MSC_0,U,ESM
EMSC-20161030_0000029_T1217_0,V,ESM
IT-1997-0137_ANNI_0,U,ESM
IT-2013-0005_FIVI_0,U,ESM
4027534,H2,NGASub
IT-2012-0011_BGR_0,V,ESM
EMSC-20161030_0000029_NRN_0,V,ESM
EMSC-20160824_0000006_PAN_0,V,ESM
IT-2009-0009_MNN_0,V,ESM
EMSC-20161030_0000029_PTI_0,V,ESM
IT-2009-0009_TLS_0,U,ESM
EMSC-20151117_0000025_TRIZ_0,V,ESM
6003875,H2,NGASub
1000829,H2,NGASub
7006364,H1,NGASub
EMSC-20110401_0000033_GVD_0,U,ESM
4008093,H2,NGASub
4027491,H1,NGASub
4009725,H1,NGASub
6000991,H2,NGASub
4009642,H1,NGASub
7011520,H1,NGASub
EMSC-20161030_0000029_CPS_0,V,ESM
EMSC-20160824_0000006_GRD_0,V,ESM
IT-2012-0008_BSZ_0,V,ESM
EMSC-20161030_0000029_CSS_0,U,ESM
4031806,H1,NGASub
7010055,H2,NGASub
4033488,H1,NGASub
4019353,H2,NGASub
4009582,H2,NGASub
4027469,H2,NGASub
EMSC-20161030_0000029_0REN_0,U,ESM
EMSC-20161030_0000029_FIR_0,U,ESM
4008191,H1,NGASub
EMSC-20161030_0000029_SDM_0,V,ESM
IT-2012-0008_BBN_0,U,ESM
IT-2012-0008_SNM_0,U,ESM
EMSC-20161030_0000029_BSS_0,U,ESM
IT-2012-0011_NEVI_0,U,ESM
EMSC-20161026_0000095_TOD_0,U,ESM
IT-2012-0008_MTRZ_0,U,ESM
EMSC-20161026_0000095_PAN_0,V,ESM
IT-2009-0009_CHT_0,V,ESM
EMSC-20140524_0000026_YDRA_0,U,ESM
EMSC-20161026_0000095_ACT_0,V,ESM
EMSC-20140126_0000046_KKS_0,U,ESM
EMSC-20120610_0000062_ZKR_0,V,ESM
EMSC-20160824_0000006_CSS_0,V,ESM
TK-1999-0415_MSK_0,U,ESM
EMSC-20120610_0000062_AKIN_0,U,ESM
IT-2012-0008_RSL_0,U,ESM
EMSC-20161026_0000095_NDIM_0,U,ESM
EMSC-20160824_0000006_TOD_0,V,ESM
IT-2012-0008_SMUR_0,U,ESM
EMSC-20130807_0000038_ITM_0,U,ESM
EMSC-20160824_0000006_COR1_0,V,ESM
EMSC-20160826_0000013_CIT_0,V,ESM
TK-1999-0415_GLCK_0,V,ESM
EMSC-20120304_0000006_EFSA_0,V,ESM
IT-2012-0010_ISD_0,V,ESM
TK-2002-0008_4302_0,U,ESM
IT-2012-0008_OTER1_0,U,ESM
EMSC-20160825_0000024_CRP_0,U,ESM
EMSC-20140209_0000039_KBN_0,V,ESM
EMSC-20141206_0000002_YDRA_0,V,ESM
IT-2012-0008_SKAF_0,U,ESM
TK-1999-0415_BUR_0,U,ESM
IT-2012-0008_NROC_0,U,ESM
EMSC-20161026_0000095_SLO_0,V,ESM
IT-2009-0102_BZZ_0,U,ESM
EMSC-20130108_0000044_AMGA_0,U,ESM
EMSC-20160824_0000006_MTRZ_0,U,ESM
EMSC-20140524_0000026_KYMI_0,U,ESM
IT-2012-0010_T0819_0,U,ESM
IT-2012-0011_T0802_0,V,ESM
EMSC-20161026_0000095_SNO_0,U,ESM
IT-2009-0102_GSA_0,V,ESM
EMSC-20160824_0000006_FOS_0,U,ESM
IT-2009-0102_MI05_0,U,ESM
EMSC-20151117_0000025_KASA_0,U,ESM
IT-2012-0011_SBEG_0,U,ESM
IT-2012-0008_SMP_0,V,ESM
EMSC-20161030_0000029_T1214_0,V,ESM
TK-1999-0415_D0531_0,U,ESM
IT-2009-0009_AQK_0,V,ESM
EMSC-20140126_0000046_MNVA_0,U,ESM
EMSC-20161030_0000029_SNI_0,V,ESM
EMSC-20161026_0000095_FOS_0,V,ESM
IT-2009-0102_RM05_0,V,ESM
IT-2009-0009_ISR_0,U,ESM
IT-2012-0008_SAOF_0,V,ESM
EMSC-20160824_0000006_AMT_0,V,ESM
IT-2012-0008_SGRA_0,U,ESM
EMSC-20120610_0000062_ZKR_0,U,ESM
TK-2004-0089_4401_0,U,ESM
EMSC-20150416_0000081_GVD_0,V,ESM
EMSC-20140203_0000008_CAR1_0,V,ESM
IT-2012-0008_PZS_0,U,ESM
IT-2012-0008_MCT_0,U,ESM
EMSC-20151117_0000025_ITM_0,V,ESM
4022833,H2,NGASub
7011801,H2,NGASub
EMSC-20131012_0000044_GVD_0,U,ESM
6001804,H2,NGASub
4040493,H2,NGASub
7004751,H2,NGASub
4028577,H1,NGASub
3000415,H2,NGASub
7008019,H1,NGASub
7004908,H1,NGASub
7008059,H1,NGASub
7008138,H1,NGASub
7004774,H1,NGASub
7004867,H2,NGASub
4033698,H1,NGASub
4040380,H1,NGASub
5001383,H2,NGASub
4033737,H2,NGASub
4028991,H2,NGASub
TK-1998-0063_3102_0,U,ESM
6001682,H2,NGASub
7008150,H1,NGASub
6001404,H1,NGASub
4032960,H1,NGASub
4018053,H2,NGASub
7007991,H1,NGASub
7008170,H2,NGASub
4022996,H1,NGASub
6002218,H1,NGASub
7004715,H1,NGASub
1000740,H1,NGASub
7004711,H1,NGASub
3001440,H2,NGASub
7004874,H2,NGASub
1000705,H2,NGASub
7008028,H1,NGASub
4033863,H2,NGASub
4040389,H2,NGASub
6001682,H1,NGASub
6003268,H1,NGASub
7008005,H1,NGASub
4040644,H1,NGASub
4028991,H1,NGASub
6001240,H1,NGASub
4033787,H2,NGASub
7007991,H2,NGASub
6001268,H2,NGASub
3001972,H2,NGASub
7004686,H2,NGASub
3000391,H2,NGASub
7007973,H1,NGASub
7007985,H1,NGASub
7004707,H1,NGASub
7004697,H1,NGASub
7004864,H2,NGASub
4040125,H1,NGASub
4028567,H1,NGASub
5001383,H1,NGASub
4028580,H2,NGASub
3000369,H1,NGASub
3000400,H2,NGASub
3000374,H1,NGASub
4033850,H2,NGASub
4028845,H2,NGASub
7004698,H1,NGASub
4028568,H1,NGASub
4033699,H1,NGASub
7004949,H2,NGASub
4039224,H2,NGASub
4033713,H2,NGASub
4040110,H1,NGASub
4022836,H1,NGASub
4040125,H2,NGASub
3000390,H2,NGASub
3001972,H1,NGASub
3000362,H2,NGASub
4033737,H1,NGASub
4033837,H2,NGASub
4033702,H1,NGASub
7004729,H2,NGASub
4028563,H2,NGASub
7004769,H1,NGASub
7004734,H2,NGASub
7004711,H2,NGASub
4033699,H2,NGASub
6001224,H2,NGASub
4023069,H1,NGASub
4003157,H1,NGASub
7004723,H1,NGASub
3000367,H1,NGASub
3000377,H1,NGASub
3000363,H2,NGASub
4040376,H2,NGASub
3000253,H1,NGASub
4040123,H2,NGASub
7004872,H1,NGASub
7004862,H1,NGASub
7004815,H2,NGASub
4040123,H1,NGASub
4040121,H2,NGASub
4033883,H1,NGASub
3001647,H2,NGASub
3000431,H1,NGASub
4028566,H1,NGASub
3001963,H1,NGASub
4028604,H1,NGASub
4033936,H1,NGASub
4028572,H2,NGASub
4023066,H1,NGASub
7004749,H2,NGASub
4030498,H1,NGASub
4032687,H2,NGASub
4033930,H1,NGASub
4032952,H1,NGASub
4023047,H1,NGASub
6002711,H1,NGASub
4023091,H1,NGASub
4024735,H1,NGASub
4030492,H2,NGASub
IT-2009-0102_RM02_0,V,ESM
EMSC-20161026_0000077_T1212_0,U,ESM
IT-2012-0061_SALB_0,V,ESM
IT-2012-0011_MOG0_0,V,ESM
IT-2013-0005_FVZ_0,V,ESM
IT-2012-0011_MIR04_0,U,ESM
IT-2012-0010_MIR01_0,U,ESM
IT-2013-0005_BRB_0,U,ESM
EMSC-20160824_0000006_AQV_0,U,ESM
IT-2012-0011_OGME_0,U,ESM
EMSC-20141122_0000066_BSTR_0,V,ESM
EMSC-20161026_0000077_ACT_0,V,ESM
IT-2012-0011_MIR03_0,U,ESM
IT-2013-0005_LEOD_0,U,ESM
IT-2012-0011_MIR08_0,V,ESM
IT-2012-0010_MIR01_0,V,ESM
TK-1999-0294_1604_0,U,ESM
EMSC-20140126_0000046_JAN_0,U,ESM
IT-2012-0010_BRM_0,U,ESM
EMSC-20161030_0000029_PSC_0,V,ESM
EMSC-20140126_0000046_DLFA_0,V,ESM
IT-2012-0010_BORM_0,V,ESM
IT-2012-0011_T0803_0,V,ESM
TK-2005-0054_2501_0,U,ESM
IT-1997-0137_CLC_0,U,ESM
EMSC-20141122_0000066_MDB_0,U,ESM
IT-2009-0009_CER_0,U,ESM
EMSC-20140524_0000026_LSK_0,U,ESM
IT-2013-0005_SBPO_0,V,ESM
EMSC-20161026_0000077_RQT_0,U,ESM
EMSC-20140126_0000046_JAN_0,V,ESM
EMSC-20161026_0000095_PTL_0,V,ESM
EMSC-20140126_0000046_ITM_0,U,ESM
IT-2012-0008_BSZ_0,U,ESM
EMSC-20161026_0000095_TERO_0,U,ESM
EMSC-20161030_0000029_TERO_0,V,ESM
IT-2012-0008_OSSC_0,U,ESM
EMSC-20161026_0000095_SNM_0,V,ESM
EMSC-20160824_0000006_SACS_0,U,ESM
EMSC-20161030_0000029_CERA_0,V,ESM
IT-2012-0008_T0104_0,V,ESM
EMSC-20161026_0000095_BOO_0,V,ESM
TK-1999-0415_8101_0,V,ESM
IT-2009-0009_SNS_0,U,ESM
EMSC-20161030_0000029_TER_0,V,ESM
IT-2012-0011_MIR03_0,V,ESM
EMSC-20161030_0000029_T1215_0,V,ESM
IT-2012-0008_AQU_0,V,ESM
IT-2012-0011_OGMU_0,V,ESM
EMSC-20161026_0000095_STF_0,V,ESM
EMSC-20161030_0000029_SULA_0,U,ESM
IT-2009-0009_GSA_0,U,ESM
7004706,H1,NGASub
7007984,H2,NGASub
7004778,H1,NGASub
4028564,H1,NGASub
EMSC-20161030_0000029_AQU_0,V,ESM
7004691,H1,NGASub
7004731,H2,NGASub
7007993,H2,NGASub
7008004,H2,NGASub
7004775,H1,NGASub
7007982,H1,NGASub
4033850,H1,NGASub
7004734,H1,NGASub
7004707,H2,NGASub
3000366,H1,NGASub
3000367,H2,NGASub
4022837,H1,NGASub
EMSC-20161030_0000029_FMG_0,V,ESM
IT-2009-0009_CHT_0,U,ESM
EMSC-20161030_0000029_AQU_0,U,ESM
IT-2009-0009_MTR_0,U,ESM
7004697,H2,NGASub
7004704,H2,NGASub
7004708,H1,NGASub
7004736,H1,NGASub
6005167,H1,NGASub
6001851,H1,NGASub
EMSC-20161030_0000029_MNF_0,U,ESM
4009199,H2,NGASub
4033836,H1,NGASub
TK-1999-0077_3502_0,U,ESM
EMSC-20161030_0000029_T1219_0,U,ESM
EMSC-20161030_0000029_ACER_0,V,ESM
7008164,H2,NGASub
7004849,H2,NGASub
4033628,H1,NGASub
7004681,H1,NGASub
4031143,H1,NGASub
4018948,H1,NGASub
4032217,H2,NGASub
7004722,H1,NGASub
4033943,H1,NGASub
6004635,H1,NGASub
7004702,H2,NGASub
7004858,H1,NGASub
4030991,H1,NGASub
4022988,H1,NGASub
6001412,H1,NGASub
4033912,H1,NGASub
7008220,H2,NGASub
EMSC-20140126_0000046_MGNA_0,U,ESM
EMSC-20161026_0000095_ANT_0,V,ESM
EMSC-20150416_0000081_KTHA_0,U,ESM
EMSC-20161030_0000029_CLUD_0,V,ESM
EMSC-20160824_0000006_FOS_0,V,ESM
IT-2012-0008_SMUR_0,V,ESM
EMSC-20140126_0000046_IMMV_0,V,ESM
EMSC-20140524_0000026_KYMI_0,V,ESM
EMSC-20160824_0000006_CGRP_0,V,ESM
EMSC-20140524_0000026_PSRA_0,U,ESM
EMSC-20120610_0000062_CESE_0,V,ESM
IT-2012-0008_FEMA_0,V,ESM
EMSC-20120126_0000013_KRBN_0,U,ESM
IT-2009-0140_RM02_0,U,ESM
EMSC-20120503_0000062_YKAV_0,V,ESM
EMSC-20161030_0000029_FRE8_0,V,ESM
EMSC-20151117_0000025_JOPP_0,V,ESM
EMSC-20160824_0000006_SGMA_0,U,ESM
EMSC-20160824_0000013_DUR_0,U,ESM
EMSC-20161030_0000029_T1217_0,U,ESM
EMSC-20160824_0000006_PNC_0,V,ESM
IT-2012-0010_MIR08_0,U,ESM
EMSC-20120922_0000007_MNVA_0,U,ESM
EMSC-20160824_0000013_OSSC_0,V,ESM
IT-2009-0140_RM09_0,V,ESM
IT-2002-0040_CAT_0,V,ESM
IT-2012-0010_TRE1_0,V,ESM
EMSC-20161030_0000029_PRG_0,U,ESM
EMSC-20161026_0000095_TER_0,V,ESM
TK-1999-0389_5401_0,U,ESM
TK-2004-0071_2007_0,U,ESM
EMSC-20161026_0000095_T1212_0,U,ESM
EMSC-20160824_0000006_VAGA_0,U,ESM
EMSC-20140126_0000085_ITM_0,V,ESM
EMSC-20110519_0000052_ENZZ_0,V,ESM
TK-1999-0415_BAH_0,U,ESM
IT-2012-0008_SYVP_0,V,ESM
EMSC-20160824_0000006_MARN_0,V,ESM
IT-2009-0102_ANT_0,U,ESM
IT-2009-0009_CTL_0,U,ESM
EMSC-20151117_0000025_KTHA_0,U,ESM
TK-2002-0008_1502_0,V,ESM
EMSC-20161026_0000095_DURR_0,U,ESM
IT-2012-0008_OGCH_0,V,ESM
EMSC-20161030_0000029_FUSE_0,V,ESM
EMSC-20120522_0000001_HUMR_0,V,ESM
IT-2009-0102_RM13_0,U,ESM
EMSC-20141122_0000066_ODBI_0,V,ESM
IT-2009-0102_RM03_0,U,ESM
IT-2012-0011_FDS_0,V,ESM
EMSC-20130108_0000044_YDRA_0,U,ESM
TK-1999-0415_CNAK_0,V,ESM
EMSC-20151117_0000025_KASA_0,V,ESM
EMSC-20151117_0000025_MESG_0,U,ESM
EMSC-20160824_0000006_MMP1_0,U,ESM
EMSC-20160824_0000006_NCR_0,V,ESM
EMSC-20151117_0000025_ACER_0,U,ESM
EMSC-20140126_0000046_NOAC_0,U,ESM
EMSC-20161026_0000095_BAG8_0,U,ESM
EMSC-20160824_0000006_AVZ_0,U,ESM
IT-2009-0009_GUMA_0,U,ESM
7006498,H2,NGASub
6001673,H2,NGASub
7004885,H1,NGASub
7004856,H2,NGASub
3000401,H2,NGASub
6001373,H2,NGASub
7004750,H2,NGASub
7004897,H1,NGASub
4033734,H1,NGASub
7008054,H1,NGASub
7007992,H2,NGASub
4024720,H1,NGASub
6002262,H2,NGASub
1002139,H1,NGASub
7004779,H1,NGASub
6001221,H1,NGASub
4024734,H1,NGASub
7004703,H1,NGASub
7004744,H1,NGASub
3000370,H2,NGASub
4033787,H1,NGASub
7004767,H1,NGASub
7008047,H2,NGASub
4033701,H1,NGASub
7011797,H1,NGASub
6002700,H2,NGASub
7007997,H1,NGASub
4022835,H2,NGASub
4018943,H1,NGASub
3001962,H1,NGASub
4033698,H2,NGASub
6001397,H2,NGASub
4032552,H1,NGASub
7004700,H1,NGASub
3001438,H2,NGASub
3000363,H1,NGASub
3000400,H1,NGASub
4029084,H2,NGASub
7004632,H2,NGASub
7004843,H2,NGASub
7004753,H1,NGASub
4030539,H2,NGASub
7004749,H1,NGASub
7004939,H2,NGASub
6004628,H1,NGASub
3000384,H1,NGASub
4030598,H1,NGASub
6002710,H2,NGASub
4040100,H1,NGASub
1000071,H1,NGASub
6001826,H2,NGASub
4030924,H1,NGASub
4030538,H2,NGASub
4028844,H1,NGASub
4028538,H2,NGASub
4028906,H2,NGASub
4002204,H1,NGASub
4028537,H2,NGASub
3000366,H2,NGASub
6001373,H1,NGASub
TK-1999-0415_ATK_0,V,ESM
7004862,H2,NGASub
7004646,H1,NGASub
7004750,H1,NGASub
7004813,H2,NGASub
3001647,H1,NGASub
4028561,H2,NGASub
3000432,H1,NGASub
3001948,H1,NGASub
3001962,H2,NGASub
4030537,H1,NGASub
4028789,H2,NGASub
6003451,H2,NGASub
4031389,H2,NGASub
4032659,H2,NGASub
4024696,H2,NGASub
4023189,H2,NGASub
3001971,H2,NGASub
6005374,H1,NGASub
3000419,H1,NGASub
4028881,H1,NGASub
4032666,H1,NGASub
7004615,H2,NGASub
7004876,H1,NGASub
4028739,H2,NGASub
4025506,H1,NGASub
